CATEGORY,START,STOP,MILES,PURPOSE,DRIVER_RATING,FARE_AMOUNT,PASSENGER_COUNT,PAYMENT_METHOD,CAR_TYPE,TRIP_TYPE,TRIP_DATE,YEAR,MONTH_NAME,DAY_OF_WEEK_NAME,DAY_OF_MONTH
Personal,Port Kimberly,Port Kimberly,7.41,Meeting,4.9,25.49,4,Uber Credit,Economy,Round-Trip,2020-09-27,2020,September,Sunday,27
Business,Danielleland,Danielleland,16.5,Meal/Entertain,4.6,13.62,1,Cash,Premium,Round-Trip,2022-04-19,2022,April,Tuesday,19
Personal,Clinemouth,Shahhaven,18.42,Meal/Entertain,5.2,21.54,1,Uber Credit,Premium,One-Way,2023-11-13,2023,November,Monday,13
Personal,West Loriport,Jacquelinefurt,33.76,Errand/Supplies,5.3,11.14,1,Card,Premium,One-Way,2024-01-11,2024,January,Thursday,11
Business,Owensshire,Clarkborough,24.5,Errand/Supplies,4.5,38.35,3,Cash,Economy,One-Way,2025-02-19,2025,February,Wednesday,19
Personal,Wheelerberg,Wheelerberg,9.23,Meal/Entertain,4.1,40.53,3,Uber Credit,Economy,Round-Trip,2023-04-18,2023,April,Tuesday,18
Personal,Kingville,Kingville,6.02,Customer Visit,4.7,2.69,4,Uber Credit,Economy,Round-Trip,2024-06-03,2024,June,Monday,3
Business,Hortonhaven,Hortonhaven,19.92,Errand/Supplies,4.2,110.6,3,Uber Credit,SUV,Round-Trip,2022-02-02,2022,February,Wednesday,2
Personal,Coxborough,Coxborough,1.8,Errand/Supplies,5.5,2.55,2,Cash,SUV,Round-Trip,2020-02-13,2020,February,Thursday,13
Personal,Gamblebury,Faulknermouth,33.31,,4.6,15.25,4,Card,SUV,One-Way,2023-11-27,2023,November,Monday,27
Personal,Zacharymouth,Zacharymouth,26.79,Errand/Supplies,4.3,23.75,3,Cash,SUV,Round-Trip,2024-12-24,2024,December,Tuesday,24
Personal,Erikfurt,Erikfurt,10.31,Meeting,4.6,3.26,1,Uber Credit,Premium,Round-Trip,2025-01-01,2025,January,Wednesday,1
Personal,South Jamieview,Huffmantown,-2.13,Meal/Entertain,3.8,11.17,2,Card,Economy,One-Way,2020-01-06,2020,January,Monday,6
Business,Meganside,Meganside,28.54,Meeting,4.0,9.94,1,Card,Premium,Round-Trip,2023-01-04,2023,January,Wednesday,4
Personal,Lake Jorgeview,,13.85,,5.1,28.11,4,Card,Economy,Unknown,2023-03-12,2023,March,Sunday,12
Business,Andersonview,Andersonview,27.38,Commute,4.2,26.04,1,Card,Premium,Round-Trip,2024-01-18,2024,January,Thursday,18
Business,Moralesport,Moralesport,-0.94,Commute,4.0,14.17,3,Uber Credit,SUV,Round-Trip,2022-09-08,2022,September,Thursday,8
Personal,Marcushaven,Marcushaven,9.01,Meeting,4.8,27.65,3,Uber Credit,Premium,Round-Trip,2023-03-28,2023,March,Tuesday,28
Personal,South Matthew,South Matthew,15.05,Meal/Entertain,5.1,16.8,4,Card,Premium,Round-Trip,2020-01-05,2020,January,Sunday,5
Business,Lake Annmouth,Port Alexischester,15.47,Commute,,20.93,1,Card,Economy,One-Way,2022-07-09,2022,July,Saturday,9
Business,Andersonport,Andersonport,10.5,Errand/Supplies,5.0,50.1,4,Card,SUV,Round-Trip,2020-03-05,2020,March,Thursday,5
Personal,West Donna,West Donna,21.23,Commute,4.1,45.11,1,Card,Premium,Round-Trip,2025-02-23,2025,February,Sunday,23
Business,Kristaview,Kristaview,4.32,Customer Visit,3.8,5.51,2,Uber Credit,Economy,Round-Trip,2024-01-24,2024,January,Wednesday,24
Business,North Markchester,North Markchester,13.58,Errand/Supplies,5.3,37.45,3,Card,SUV,Round-Trip,2023-07-29,2023,July,Saturday,29
Business,Lake Colleenton,Lake Colleenton,16.2,Errand/Supplies,4.3,37.17,4,Card,SUV,Round-Trip,2021-04-18,2021,April,Sunday,18
Business,Amberland,Amberland,20.14,Errand/Supplies,4.4,7.78,2,Cash,Economy,Round-Trip,2024-06-11,2024,June,Tuesday,11
Business,East Lisa,Jeremyview,22.12,Commute,5.2,37.28,2,Uber Credit,Economy,One-Way,2023-11-24,2023,November,Friday,24
Business,Richardhaven,North Virginiaton,3.75,Errand/Supplies,4.8,48.07,4,Card,Economy,One-Way,2020-07-25,2020,July,Saturday,25
Personal,Taylormouth,Taylormouth,-0.34,Customer Visit,4.7,8.16,4,Card,SUV,Round-Trip,2022-08-28,2022,August,Sunday,28
Business,Samanthabury,Port Aaronchester,277.8,Meeting,5.6,11.24,2,Cash,Economy,One-Way,2022-02-04,2022,February,Friday,4
Personal,Owenburgh,Owenburgh,18.32,Customer Visit,4.2,40.26,1,Card,Premium,Round-Trip,2022-02-08,2022,February,Tuesday,8
Personal,New Carlos,New Carlos,7.52,Meal/Entertain,5.0,29.07,2,Card,Economy,Round-Trip,2022-06-27,2022,June,Monday,27
Business,Williamborough,Williamborough,30.51,Errand/Supplies,4.5,33.27,4,Card,Premium,Round-Trip,2024-01-16,2024,January,Tuesday,16
Personal,Port Christopher,Port Christopher,16.16,Customer Visit,,30.11,2,Cash,Premium,Round-Trip,2025-02-06,2025,February,Thursday,6
Personal,Cartermouth,Cartermouth,26.79,Commute,5.3,30.86,1,Uber Credit,Premium,Round-Trip,2021-01-05,2021,January,Tuesday,5
Personal,Lake Alexischester,Lake Alexischester,15.68,Meal/Entertain,4.8,5.1,3,Cash,Premium,Round-Trip,2021-09-30,2021,September,Thursday,30
Business,Knighthaven,North Kelsey,35.61,Customer Visit,4.8,40.71,3,Uber Credit,Economy,One-Way,2025-03-26,2025,March,Wednesday,26
Business,Royville,Royville,32.55,Errand/Supplies,5.0,42.54,2,Cash,SUV,Round-Trip,2022-12-11,2022,December,Sunday,11
Business,Schwartzfurt,Schwartzfurt,12.51,Commute,4.3,21.56,1,Cash,Premium,Round-Trip,2024-01-04,2024,January,Thursday,4
Business,New Scottport,New Scottport,24.72,Errand/Supplies,4.1,24.35,3,Card,Economy,Round-Trip,2021-03-13,2021,March,Saturday,13
Personal,Michelleville,Michelleville,21.45,Meal/Entertain,4.0,2.03,2,Uber Credit,Premium,Round-Trip,2025-02-16,2025,February,Sunday,16
Business,Rogersfort,Rogersfort,28.69,Customer Visit,3.5,32.71,2,Uber Credit,Economy,Round-Trip,2024-07-27,2024,July,Saturday,27
Business,Ramirezborough,,5.35,Errand/Supplies,,33.58,1,Uber Credit,Premium,Unknown,2020-09-30,2020,September,Wednesday,30
Personal,Margaretchester,,21.86,Meal/Entertain,3.9,24.07,4,Uber Credit,SUV,Unknown,2025-03-23,2025,March,Sunday,23
Business,South Melinda,South Melinda,25.58,Commute,4.4,41.87,2,Card,Premium,Round-Trip,2022-03-24,2022,March,Thursday,24
Business,South Dale,South Dale,-2.59,Customer Visit,4.4,19.99,4,Card,SUV,Round-Trip,2021-11-21,2021,November,Sunday,21
Business,Nicolehaven,Nicolehaven,3.17,Customer Visit,4.7,33.47,4,Cash,SUV,Round-Trip,2021-11-28,2021,November,Sunday,28
Personal,Johnborough,Johnborough,-5.39,Meal/Entertain,,9.71,3,Cash,Economy,Round-Trip,2020-04-08,2020,April,Wednesday,8
Business,Nelsonland,Nelsonland,12.31,Customer Visit,4.9,24.65,4,Card,Premium,Round-Trip,2021-09-18,2021,September,Saturday,18
Personal,Macdonaldview,Macdonaldview,22.18,Commute,4.2,22.38,1,Cash,Premium,Round-Trip,2024-07-01,2024,July,Monday,1
Personal,Teresachester,,30.02,Commute,4.4,28.38,3,Card,SUV,Unknown,2022-02-20,2022,February,Sunday,20
Personal,West Andreaville,West Andreaville,15.74,Customer Visit,4.6,19.46,3,Uber Credit,Premium,Round-Trip,2020-07-26,2020,July,Sunday,26
Personal,Port Martha,Port Martha,31.29,Errand/Supplies,4.4,23.03,3,Cash,Economy,Round-Trip,2020-02-28,2020,February,Friday,28
Personal,Deanland,Deanland,1.2,Errand/Supplies,5.3,37.39,2,Card,SUV,Round-Trip,2022-10-12,2022,October,Wednesday,12
Business,West Philipstad,West Philipstad,-2.03,Commute,4.7,18.45,2,Uber Credit,SUV,Round-Trip,2023-02-14,2023,February,Tuesday,14
Personal,Travisfurt,Travisfurt,14.44,Errand/Supplies,4.9,0.9,4,Uber Credit,Economy,Round-Trip,2023-11-05,2023,November,Sunday,5
Personal,Jacquelinefurt,Jacquelinefurt,18.84,Meal/Entertain,4.8,51.24,3,Uber Credit,Economy,Round-Trip,2023-08-17,2023,August,Thursday,17
Personal,Port Josephhaven,Port Josephhaven,14.67,Meeting,5.1,45.72,3,Card,Economy,Round-Trip,2024-11-03,2024,November,Sunday,3
Business,Byrdborough,Byrdborough,-5.67,Customer Visit,4.6,5.62,1,Card,Premium,Round-Trip,2024-04-30,2024,April,Tuesday,30
Personal,West George,West George,14.11,Meal/Entertain,3.9,35.35,4,Card,Economy,Round-Trip,2021-07-05,2021,July,Monday,5
Personal,New Marcport,New Marcport,1.96,Commute,4.7,17.46,1,Uber Credit,Economy,Round-Trip,2024-09-14,2024,September,Saturday,14
Business,Moralesshire,Moralesshire,21.7,Meeting,4.2,28.95,4,Uber Credit,SUV,Round-Trip,2021-04-24,2021,April,Saturday,24
Personal,Susanside,,18.67,Commute,4.2,29.41,4,Uber Credit,Premium,Unknown,2020-06-04,2020,June,Thursday,4
Personal,Lynnport,Lynnport,5.6,Meeting,4.8,21.48,2,Card,SUV,Round-Trip,2021-03-06,2021,March,Saturday,6
Business,Bookerbury,Bookerbury,9.86,Meal/Entertain,5.1,13.24,2,Card,SUV,Round-Trip,2022-02-25,2022,February,Friday,25
Personal,Amandabury,Amandabury,4.41,Meeting,4.5,14.64,1,Cash,Economy,Round-Trip,2022-08-30,2022,August,Tuesday,30
Business,Sydneybury,,14.37,Errand/Supplies,4.7,11.26,4,Uber Credit,Premium,Unknown,2023-12-09,2023,December,Saturday,9
Personal,Nicholsmouth,New Barbara,24.55,Meal/Entertain,5.4,12.52,3,Card,Economy,One-Way,2024-07-14,2024,July,Sunday,14
Personal,Amymouth,Amymouth,5.14,Customer Visit,4.6,23.99,2,Cash,SUV,Round-Trip,2021-05-26,2021,May,Wednesday,26
Personal,East Johnview,East Johnview,20.04,Commute,5.8,14.26,3,Cash,Premium,Round-Trip,2023-04-05,2023,April,Wednesday,5
Business,Port Erikmouth,Port Erikmouth,9.7,Errand/Supplies,4.8,35.23,1,Uber Credit,SUV,Round-Trip,2020-07-23,2020,July,Thursday,23
Business,Jenniferburgh,Smithview,7.07,Customer Visit,3.6,47.31,2,Uber Credit,SUV,One-Way,2022-02-08,2022,February,Tuesday,8
Business,North Joseph,North Joseph,13.93,Meeting,,16.3,2,Card,Premium,Round-Trip,2023-06-30,2023,June,Friday,30
Business,East Nicholas,East Nicholas,4.65,Errand/Supplies,4.7,28.59,4,Cash,Economy,Round-Trip,2020-10-01,2020,October,Thursday,1
Personal,Victoriaside,Victoriaside,9.46,Customer Visit,5.1,32.5,1,Uber Credit,Economy,Round-Trip,2021-08-23,2021,August,Monday,23
Business,New Charlesstad,New Charlesstad,3.02,Meal/Entertain,4.8,32.08,4,Uber Credit,SUV,Round-Trip,2023-08-04,2023,August,Friday,4
Business,South Micheal,South Micheal,34.65,Meeting,4.4,26.14,2,Cash,Economy,Round-Trip,2020-07-09,2020,July,Thursday,9
Business,Angelaburgh,Angelaburgh,15.35,Customer Visit,3.9,36.14,1,Uber Credit,Premium,Round-Trip,2023-01-03,2023,January,Tuesday,3
Personal,South Angela,South Angela,8.0,Meeting,4.4,32.23,2,Cash,Premium,Round-Trip,2024-03-17,2024,March,Sunday,17
Personal,South Mariastad,South Mariastad,17.14,Customer Visit,4.1,6.44,1,Cash,Economy,Round-Trip,2022-04-03,2022,April,Sunday,3
Personal,West Stacey,West Stacey,13.88,Commute,,38.04,2,Uber Credit,Economy,Round-Trip,2020-11-06,2020,November,Friday,6
Personal,Lake Tyler,Andrewsland,12.79,Meal/Entertain,,38.31,3,Cash,SUV,One-Way,2024-09-12,2024,September,Thursday,12
Personal,Jamesshire,Jamesshire,21.14,Errand/Supplies,5.3,13.55,3,Cash,Premium,Round-Trip,2022-06-26,2022,June,Sunday,26
Business,West Jill,West Luisberg,22.58,Customer Visit,4.7,25.57,4,Card,Economy,One-Way,2021-06-12,2021,June,Saturday,12
Business,West Julieland,Alexanderside,9.69,Meeting,3.9,35.25,3,Cash,Economy,One-Way,2020-10-23,2020,October,Friday,23
Personal,Lake Johnmouth,Lake Johnmouth,9.24,Meal/Entertain,4.7,21.86,2,Uber Credit,Economy,Round-Trip,2023-08-15,2023,August,Tuesday,15
Personal,New Jennifer,New Jennifer,12.25,Errand/Supplies,5.1,41.09,2,Cash,SUV,Round-Trip,2023-01-27,2023,January,Friday,27
Business,East Alexandraside,East Alexandraside,-8.02,Meeting,4.2,60.46,3,Cash,Premium,Round-Trip,2024-07-06,2024,July,Saturday,6
Personal,Johntown,,-0.15,Meal/Entertain,4.4,13.21,4,Uber Credit,SUV,Unknown,2023-04-20,2023,April,Thursday,20
Personal,East Kennethtown,East Kennethtown,28.67,Meeting,4.5,4.28,3,Cash,Premium,Round-Trip,2023-05-03,2023,May,Wednesday,3
Business,Fryeland,Fryeland,31.45,Meal/Entertain,4.1,29.56,1,Cash,Premium,Round-Trip,2022-05-27,2022,May,Friday,27
Personal,West Josephburgh,West Josephburgh,12.51,Errand/Supplies,,35.82,1,Cash,SUV,Round-Trip,2022-09-06,2022,September,Tuesday,6
Personal,South Jamieview,South Jamieview,20.77,Errand/Supplies,4.4,21.54,1,Uber Credit,Economy,Round-Trip,2021-04-07,2021,April,Wednesday,7
Personal,Gutierreztown,Gutierreztown,18.11,Meeting,4.7,46.8,3,Card,SUV,Round-Trip,2024-10-31,2024,October,Thursday,31
Personal,Elliottberg,Elliottberg,45.79,Meal/Entertain,4.1,4.92,3,Card,Economy,Round-Trip,2020-05-19,2020,May,Tuesday,19
Business,New Amberport,New Amberport,26.2,Customer Visit,4.3,35.39,3,Cash,SUV,Round-Trip,2021-07-21,2021,July,Wednesday,21
Personal,Billyton,Billyton,13.72,Errand/Supplies,4.9,15.91,1,Uber Credit,Economy,Round-Trip,2025-01-12,2025,January,Sunday,12
Business,Obrienberg,Obrienberg,5.44,Customer Visit,4.3,50.79,4,Uber Credit,SUV,Round-Trip,2022-12-20,2022,December,Tuesday,20
Personal,Benjaminshire,Benjaminshire,-1.06,Customer Visit,5.4,54.89,2,Uber Credit,Premium,Round-Trip,2024-01-19,2024,January,Friday,19
Personal,Port Christopher,Lake Virginia,17.03,Commute,4.3,13.5,3,Uber Credit,Economy,One-Way,2021-01-26,2021,January,Tuesday,26
Personal,Port Jessica,Port Jessica,7.44,Meeting,4.6,16.76,4,Card,SUV,Round-Trip,2024-10-26,2024,October,Saturday,26
Business,Lake Katherineside,Lake Katherineside,0.78,Meeting,5.0,37.89,2,Uber Credit,SUV,Round-Trip,2020-10-12,2020,October,Monday,12
Personal,West Rebeccaland,West Rebeccaland,8.53,Meeting,3.8,19.19,2,Card,Economy,Round-Trip,2023-11-29,2023,November,Wednesday,29
Personal,Henryside,Henryside,4.18,,3.6,24.32,2,Cash,Premium,Round-Trip,2022-07-02,2022,July,Saturday,2
Personal,Bradfordland,Bradfordland,31.87,Errand/Supplies,3.7,25.38,4,Cash,SUV,Round-Trip,2023-02-09,2023,February,Thursday,9
Business,New Theresashire,South Chadville,23.82,Errand/Supplies,5.1,3.8,4,Uber Credit,Economy,One-Way,2021-03-29,2021,March,Monday,29
Personal,North Annhaven,North Annhaven,14.92,Commute,4.2,24.79,1,Uber Credit,Economy,Round-Trip,2023-10-09,2023,October,Monday,9
Business,Cordovaport,West Katherine,29.8,Commute,5.8,14.65,4,Card,Premium,One-Way,2022-12-19,2022,December,Monday,19
Business,Browningchester,Browningchester,15.77,Commute,4.2,17.6,4,Cash,Premium,Round-Trip,2021-11-18,2021,November,Thursday,18
Personal,Patriciamouth,Patriciamouth,6.39,Customer Visit,4.6,46.65,4,Cash,Premium,Round-Trip,2021-04-04,2021,April,Sunday,4
Business,Villarrealhaven,Villarrealhaven,30.23,Meeting,5.3,6.15,2,Uber Credit,Premium,Round-Trip,2022-01-12,2022,January,Wednesday,12
Business,West Nicholasfort,West Nicholasfort,20.39,Meal/Entertain,5.5,37.2,3,Uber Credit,SUV,Round-Trip,2021-06-21,2021,June,Monday,21
Personal,Dannybury,Dannybury,4.63,,5.5,20.82,1,Card,SUV,Round-Trip,2021-03-12,2021,March,Friday,12
Business,Flynnstad,Monicamouth,13.1,Meal/Entertain,,20.8,3,Uber Credit,Premium,One-Way,2020-01-09,2020,January,Thursday,9
Personal,Taylortown,,6.24,Meeting,5.0,36.86,3,Card,Premium,Unknown,2020-12-29,2020,December,Tuesday,29
Business,East Samanthafurt,South Amandafurt,1.17,Meeting,4.8,30.1,4,Cash,Premium,One-Way,2025-02-19,2025,February,Wednesday,19
Business,Lake Jonathanhaven,Lake Jonathanhaven,24.26,,4.9,33.56,1,Uber Credit,Premium,Round-Trip,2022-08-11,2022,August,Thursday,11
Personal,Irwinshire,Irwinshire,34.09,Customer Visit,4.2,39.52,3,Uber Credit,Economy,Round-Trip,2020-01-24,2020,January,Friday,24
Personal,East Luke,East Luke,1.01,Commute,4.1,20.03,3,Uber Credit,Economy,Round-Trip,2023-07-24,2023,July,Monday,24
Personal,Brandyhaven,South Jaredstad,20.63,Customer Visit,4.5,15.82,1,Card,Economy,One-Way,2022-05-19,2022,May,Thursday,19
Business,West Nancy,Reyesberg,8.49,Meeting,4.4,8.72,4,Cash,Economy,One-Way,2023-07-15,2023,July,Saturday,15
Personal,Port Jacobbury,Perezhaven,10.13,Meeting,4.3,12.62,3,Cash,SUV,One-Way,2022-10-03,2022,October,Monday,3
Personal,Davenportmouth,Davenportmouth,9.08,Customer Visit,4.8,69.24,2,Cash,Economy,Round-Trip,2020-10-11,2020,October,Sunday,11
Personal,Lake Barbara,Lake Barbara,6.36,Commute,5.0,43.67,3,Uber Credit,Economy,Round-Trip,2025-02-13,2025,February,Thursday,13
Personal,Greenburgh,Greenburgh,15.49,Commute,4.5,47.3,2,Cash,Economy,Round-Trip,2023-10-17,2023,October,Tuesday,17
Personal,New Laurachester,New Laurachester,6.69,Meeting,5.2,5.16,4,Cash,Economy,Round-Trip,2025-02-11,2025,February,Tuesday,11
Personal,Willisfurt,Willisfurt,17.7,Commute,3.9,32.23,3,Cash,Premium,Round-Trip,2022-02-17,2022,February,Thursday,17
Personal,East Ronaldtown,East Ronaldtown,14.5,Commute,4.4,33.21,1,Uber Credit,Premium,Round-Trip,2021-12-30,2021,December,Thursday,30
Business,Ramirezside,Ramirezside,12.61,Errand/Supplies,4.1,33.23,1,Uber Credit,Premium,Round-Trip,2021-11-20,2021,November,Saturday,20
Personal,South Louishaven,South Louishaven,5.92,,3.6,21.18,3,Card,Premium,Round-Trip,2024-10-31,2024,October,Thursday,31
Business,West Sherry,West Sherry,9.23,Meal/Entertain,4.5,23.12,4,Card,Economy,Round-Trip,2024-01-01,2024,January,Monday,1
Business,Holmesmouth,Antoniofurt,22.55,Customer Visit,4.4,29.92,4,Card,SUV,One-Way,2021-03-16,2021,March,Tuesday,16
Personal,Waltersstad,Waltersstad,20.01,Meeting,5.3,26.29,1,Card,Premium,Round-Trip,2020-11-18,2020,November,Wednesday,18
Business,New Daniel,New Daniel,5.22,Commute,4.8,8.29,3,Cash,Economy,Round-Trip,2025-02-23,2025,February,Sunday,23
Business,Elliottberg,Elliottberg,15.99,Meal/Entertain,4.0,21.55,4,Card,Premium,Round-Trip,2021-01-02,2021,January,Saturday,2
Business,Damonville,Damonville,22.51,Errand/Supplies,5.4,12.23,1,Card,Premium,Round-Trip,2021-11-17,2021,November,Wednesday,17
Business,West Adamton,Timothyhaven,-1.69,Commute,5.1,27.63,2,Card,Premium,One-Way,2023-03-07,2023,March,Tuesday,7
Business,Joshuaville,Joshuaville,20.43,Customer Visit,4.8,69.78,3,Uber Credit,Premium,Round-Trip,2023-09-19,2023,September,Tuesday,19
Business,West Cindy,West Cindy,8.37,Errand/Supplies,4.4,30.51,2,Cash,Economy,Round-Trip,2022-06-18,2022,June,Saturday,18
Business,Lambertton,Port Alison,20.71,Meeting,4.0,20.3,2,Uber Credit,Economy,One-Way,2022-12-28,2022,December,Wednesday,28
Business,Obrienfort,Obrienfort,7.37,Commute,4.3,38.83,4,Cash,Economy,Round-Trip,2022-03-01,2022,March,Tuesday,1
Business,Macdonaldview,Macdonaldview,-3.05,Meal/Entertain,5.0,32.24,4,Card,SUV,Round-Trip,2021-01-09,2021,January,Saturday,9
Business,Port John,Lake Caleb,-1.28,,5.4,31.3,4,Uber Credit,Premium,One-Way,2021-11-28,2021,November,Sunday,28
Personal,North Courtney,North Courtney,15.48,Commute,5.3,34.1,3,Cash,SUV,Round-Trip,2020-12-16,2020,December,Wednesday,16
Business,Rebeccafort,Rebeccafort,17.6,Commute,4.3,55.85,2,Uber Credit,SUV,Round-Trip,2021-01-11,2021,January,Monday,11
Business,Kirbystad,Lake Kimberlybury,5.96,Commute,3.9,8.04,3,Uber Credit,SUV,One-Way,2020-08-29,2020,August,Saturday,29
Personal,Port Alison,Port Alison,21.39,Commute,4.6,32.1,4,Cash,Economy,Round-Trip,2023-10-28,2023,October,Saturday,28
Personal,West Terri,West Terri,-1.62,Commute,3.6,11.1,2,Cash,Economy,Round-Trip,2024-06-15,2024,June,Saturday,15
Personal,Mooreshire,South Bethany,14.34,Meeting,4.7,33.33,3,Card,Premium,One-Way,2022-08-19,2022,August,Friday,19
Business,Fordton,Fordton,2.89,Customer Visit,4.4,11.22,3,Card,Economy,Round-Trip,2021-06-01,2021,June,Tuesday,1
Business,Castroton,Castroton,8.48,Customer Visit,4.3,18.74,1,Card,Economy,Round-Trip,2021-05-07,2021,May,Friday,7
Business,Medinaburgh,North Mark,15.47,Meeting,3.7,20.57,3,Uber Credit,SUV,One-Way,2021-09-15,2021,September,Wednesday,15
Personal,Port Nicole,Port Nicole,6.4,Customer Visit,4.8,39.64,4,Card,Economy,Round-Trip,2024-06-14,2024,June,Friday,14
Business,Brandonville,Brandonville,11.15,Meal/Entertain,4.2,38.78,3,Cash,Premium,Round-Trip,2024-10-22,2024,October,Tuesday,22
Business,East Anthony,East Anthony,25.06,,3.9,6.31,2,Uber Credit,Premium,Round-Trip,2022-11-15,2022,November,Tuesday,15
Personal,Rodriguezberg,Rodriguezberg,9.23,Meeting,3.1,25.82,3,Cash,SUV,Round-Trip,2020-02-17,2020,February,Monday,17
Personal,Karifort,Karifort,23.36,Meal/Entertain,4.5,14.36,1,Uber Credit,Economy,Round-Trip,2025-02-13,2025,February,Thursday,13
Personal,Tracytown,Tracytown,3.7,Meeting,5.4,6.12,2,Cash,SUV,Round-Trip,2023-09-18,2023,September,Monday,18
Business,North Matthewmouth,North Matthewmouth,20.3,Meal/Entertain,5.3,21.74,2,Cash,Premium,Round-Trip,2023-11-29,2023,November,Wednesday,29
Business,Davidville,Loriberg,29.42,Errand/Supplies,4.3,20.37,1,Card,Premium,One-Way,2023-02-07,2023,February,Tuesday,7
Business,Frostland,Frostland,-9.72,Meeting,4.2,61.4,4,Card,Economy,Round-Trip,2020-11-26,2020,November,Thursday,26
Business,Krausemouth,Fryeland,7.03,Commute,4.7,31.49,2,Uber Credit,Economy,One-Way,2023-12-02,2023,December,Saturday,2
Personal,Leeside,Leeside,20.77,Meal/Entertain,4.0,4.34,4,Card,Premium,Round-Trip,2024-12-27,2024,December,Friday,27
Business,Port William,Port William,12.97,Errand/Supplies,4.7,16.53,2,Uber Credit,Premium,Round-Trip,2020-03-19,2020,March,Thursday,19
Business,Whitefort,Whitefort,18.71,Meeting,4.9,40.32,2,Cash,SUV,Round-Trip,2022-02-23,2022,February,Wednesday,23
Personal,Loganchester,Loganchester,8.96,Meal/Entertain,5.1,56.33,4,Uber Credit,SUV,Round-Trip,2024-10-25,2024,October,Friday,25
Personal,Port Ruben,Schneiderburgh,15.87,Commute,4.4,1.21,2,Cash,SUV,One-Way,2023-11-08,2023,November,Wednesday,8
Personal,Lake Carolhaven,Lake Carolhaven,13.44,Meal/Entertain,4.4,3.2,4,Cash,Economy,Round-Trip,2021-04-07,2021,April,Wednesday,7
Business,Lake Tony,,26.68,Errand/Supplies,4.1,53.06,1,Cash,Economy,Unknown,2020-08-14,2020,August,Friday,14
Personal,Gamblebury,Gamblebury,17.54,Customer Visit,4.1,30.84,4,Uber Credit,Premium,Round-Trip,2024-03-11,2024,March,Monday,11
Business,Collinsbury,Collinsbury,18.38,Customer Visit,4.4,11.98,1,Uber Credit,Economy,Round-Trip,2022-10-14,2022,October,Friday,14
Personal,Nelsonland,Nelsonland,10.88,Errand/Supplies,4.7,33.02,2,Card,Economy,Round-Trip,2024-02-12,2024,February,Monday,12
Personal,Michaelbury,Lake Cassandraburgh,10.12,Errand/Supplies,5.0,14.54,4,Card,Economy,One-Way,2023-09-07,2023,September,Thursday,7
Business,Douglasshire,Douglasshire,10.67,Meeting,4.1,25.05,2,Cash,Economy,Round-Trip,2020-09-26,2020,September,Saturday,26
Personal,Frenchbury,Frenchbury,18.94,Customer Visit,5.2,29.92,4,Cash,Economy,Round-Trip,2020-01-05,2020,January,Sunday,5
Personal,New Jennifer,New Jennifer,10.79,Meeting,4.4,38.86,1,Uber Credit,Economy,Round-Trip,2024-02-23,2024,February,Friday,23
Personal,Schneiderburgh,Schneiderburgh,17.9,Meal/Entertain,4.5,9.79,1,Card,Economy,Round-Trip,2024-01-18,2024,January,Thursday,18
Business,East Shannon,East Shannon,35.75,Errand/Supplies,4.1,26.29,4,Uber Credit,Economy,Round-Trip,2024-03-03,2024,March,Sunday,3
Personal,Walkertown,Walkertown,23.71,Meeting,3.3,11.12,1,Uber Credit,Premium,Round-Trip,2022-01-09,2022,January,Sunday,9
Business,Josephton,Josephton,11.74,Errand/Supplies,4.9,28.83,2,Uber Credit,Premium,Round-Trip,2024-02-26,2024,February,Monday,26
Personal,Jacksonbury,Port Jonathanfort,27.01,Meeting,4.9,11.57,2,Cash,SUV,One-Way,2024-12-03,2024,December,Tuesday,3
Personal,Jimenezmouth,Williamsstad,10.92,Meal/Entertain,4.4,18.88,3,Cash,SUV,One-Way,2020-08-10,2020,August,Monday,10
Personal,North Davidton,North Davidton,-5.38,Meal/Entertain,4.5,10.06,1,Card,SUV,Round-Trip,2021-04-23,2021,April,Friday,23
Personal,Thompsonview,Thompsonview,4.92,Commute,4.8,34.77,2,Cash,Economy,Round-Trip,2022-06-16,2022,June,Thursday,16
Personal,Grayport,Grayport,-3.71,Customer Visit,3.7,37.88,4,Cash,SUV,Round-Trip,2025-02-19,2025,February,Wednesday,19
Personal,Fischerton,West Joycechester,11.48,Commute,4.2,21.48,1,Uber Credit,SUV,One-Way,2021-01-31,2021,January,Sunday,31
Business,Benjaminton,Benjaminton,15.18,Customer Visit,4.9,25.57,2,Cash,Premium,Round-Trip,2020-02-22,2020,February,Saturday,22
Business,Sancheztown,Sancheztown,31.76,Meal/Entertain,3.9,3.27,1,Uber Credit,Economy,Round-Trip,2025-03-18,2025,March,Tuesday,18
Personal,New Cheryl,New Cheryl,18.27,Meeting,4.6,20.5,4,Card,Economy,Round-Trip,2021-09-21,2021,September,Tuesday,21
Personal,Port Heather,Port Heather,12.81,Errand/Supplies,3.8,24.25,2,Cash,Economy,Round-Trip,2021-10-14,2021,October,Thursday,14
Business,Jamesberg,Jamesberg,23.29,Meal/Entertain,4.7,64.31,3,Card,Economy,Round-Trip,2024-09-20,2024,September,Friday,20
Personal,South Vincent,South Vincent,-7.11,Meal/Entertain,4.5,83.2,3,Cash,SUV,Round-Trip,2022-03-24,2022,March,Thursday,24
